phuong_phap,nhom,symbol,khung,doan,n_lenh,ev_r,win_pct,pf,sharpe,maxdd_r,ci_lo,ci_hi,phu_thuoc_gio,n_thap,ghi_chu
inside_outside,price_action,chfjpy,H4,OOS,566,-0.0324,41.9,0.94,-0.028,40.1,-0.13,0.069,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
inside_outside,price_action,chfjpy,H4,VALID,342,-0.0372,41.5,0.94,-0.031,34.6,-0.1668,0.0876,False,False,
bos,smc,chfjpy,H4,IS,1063,-0.0343,41.8,0.94,-0.029,72.0,-0.1078,0.0385,False,False,
bos,smc,chfjpy,H4,OOS,460,-0.0118,42.8,0.98,-0.01,33.0,-0.1292,0.0942,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
bos,smc,chfjpy,H4,VALID,274,0.0528,45.6,1.09,0.044,17.2,-0.0916,0.1945,False,False,
choch,smc,chfjpy,H4,IS,28,-0.0187,42.9,0.97,-0.016,7.3,,,False,False,
choch,smc,chfjpy,H4,OOS,9,-0.1826,33.3,0.73,-0.158,3.1,,,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
choch,smc,chfjpy,H4,VALID,11,-0.8227,9.1,0.14,-1.145,9.0,,,False,False,
fvg,smc,chfjpy,H4,IS,1766,-0.0372,42.1,0.94,-0.032,101.3,-0.0932,0.0177,False,False,
fvg,smc,chfjpy,H4,OOS,706,0.0386,45.2,1.07,0.033,46.9,-0.0479,0.1272,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
fvg,smc,chfjpy,H4,VALID,464,-0.0498,40.7,0.92,-0.042,28.0,-0.148,0.0518,False,False,
order_block,smc,chfjpy,H4,IS,563,-0.0944,39.1,0.85,-0.081,63.2,-0.1852,0.0048,False,False,
order_block,smc,chfjpy,H4,OOS,240,-0.0217,42.1,0.96,-0.018,16.8,-0.1766,0.13,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
order_block,smc,chfjpy,H4,VALID,152,-0.0334,42.1,0.94,-0.028,16.8,-0.2287,0.149,False,False,
supply_demand,smc,chfjpy,H4,IS,2137,-0.0479,41.4,0.92,-0.041,117.4,-0.0978,0.0009,False,False,
supply_demand,smc,chfjpy,H4,OOS,911,-0.1438,37.5,0.77,-0.125,131.0,-0.2186,-0.0732,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
supply_demand,smc,chfjpy,H4,VALID,564,-0.0131,41.8,0.98,-0.011,33.2,-0.1074,0.0877,False,False,
elliott_heur,heuristic,chfjpy,H4,IS,45,-0.1787,37.8,0.72,-0.161,12.5,-0.4929,0.1487,False,False,
elliott_heur,heuristic,chfjpy,H4,OOS,21,-0.3596,28.6,0.51,-0.334,8.4,,,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
elliott_heur,heuristic,chfjpy,H4,VALID,11,0.5409,63.6,2.42,0.45,2.1,,,False,False,
wyckoff_heur,heuristic,chfjpy,H4,IS,1242,-0.0517,41.2,0.91,-0.044,92.7,-0.1147,0.0113,False,False,
wyckoff_heur,heuristic,chfjpy,H4,OOS,524,-0.1035,38.9,0.83,-0.089,61.7,-0.2023,-0.0069,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
wyckoff_heur,heuristic,chfjpy,H4,VALID,321,-0.1724,35.5,0.74,-0.149,59.0,-0.294,-0.0457,False,False,
breakout,chi_bao,chfjpy,H4,IS,2053,-0.0496,40.8,0.92,-0.042,125.3,-0.0995,0.004,False,False,
breakout,chi_bao,chfjpy,H4,OOS,835,0.0108,43.4,1.02,0.009,43.0,-0.0657,0.0923,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
breakout,chi_bao,chfjpy,H4,VALID,522,-0.0507,41.2,0.92,-0.043,34.5,-0.1528,0.0557,False,False,
divergence,chi_bao,chfjpy,H4,IS,1405,-0.06,40.6,0.9,-0.051,97.9,-0.1213,0.0019,False,False,
divergence,chi_bao,chfjpy,H4,OOS,602,-0.061,41.2,0.9,-0.052,50.8,-0.1547,0.0381,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2023-09-28 04:00:00', '2023-09-28 08:00:00',
               '2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00'],
              dtype='datetime64[us]', name='timestamp', length=36252, freq=None)"
divergence,chi_bao,chfjpy,H4,VALID,360,-0.082,39.4,0.87,-0.07,37.6,-0.202,0.0438,False,False,
pin_bar,price_action,eurcad,H4,IS,1959,-0.0898,39.9,0.85,-0.077,179.5,-0.1421,-0.0361,False,False,
pin_bar,price_action,eurcad,H4,OOS,823,-0.0694,40.2,0.89,-0.059,62.6,-0.1539,0.0125,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
pin_bar,price_action,eurcad,H4,VALID,474,-0.0056,42.2,0.99,-0.005,42.8,-0.1099,0.1043,False,False,
engulfing,price_action,eurcad,H4,IS,1578,-0.1087,38.5,0.83,-0.093,177.9,-0.1667,-0.0524,False,False,
engulfing,price_action,eurcad,H4,OOS,713,-0.1004,38.7,0.84,-0.085,80.7,-0.1876,-0.0104,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
engulfing,price_action,eurcad,H4,VALID,429,-0.185,35.7,0.72,-0.161,97.7,-0.298,-0.0757,False,False,
inside_outside,price_action,eurcad,H4,IS,1594,-0.0419,40.6,0.93,-0.035,90.1,-0.0981,0.0157,False,False,
inside_outside,price_action,eurcad,H4,OOS,657,-0.0861,39.4,0.86,-0.073,85.2,-0.1731,0.0086,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
inside_outside,price_action,eurcad,H4,VALID,415,-0.0716,40.0,0.88,-0.061,57.2,-0.1851,0.0403,False,False,
bos,smc,eurcad,H4,IS,1194,-0.0249,42.4,0.96,-0.021,54.4,-0.0934,0.0434,False,False,
bos,smc,eurcad,H4,OOS,503,-0.0316,41.0,0.95,-0.026,36.9,-0.142,0.0774,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
bos,smc,eurcad,H4,VALID,290,-0.0444,41.0,0.93,-0.037,24.1,-0.1841,0.0978,False,False,
choch,smc,eurcad,H4,IS,53,-0.0625,43.4,0.89,-0.054,9.2,-0.3702,0.2585,False,False,
choch,smc,eurcad,H4,OOS,26,-0.2552,34.6,0.61,-0.239,9.5,,,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
choch,smc,eurcad,H4,VALID,12,-0.425,25.0,0.46,-0.393,6.9,,,False,False,
fvg,smc,eurcad,H4,IS,1945,-0.0375,41.9,0.94,-0.032,80.0,-0.0877,0.0162,False,False,
fvg,smc,eurcad,H4,OOS,851,-0.0348,41.7,0.94,-0.029,63.2,-0.1166,0.0471,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
fvg,smc,eurcad,H4,VALID,508,-0.0839,38.6,0.86,-0.072,44.5,-0.1822,0.0144,False,False,
order_block,smc,eurcad,H4,IS,648,-0.0627,41.0,0.9,-0.054,50.7,-0.1516,0.0285,False,False,
order_block,smc,eurcad,H4,OOS,308,-0.0983,39.0,0.84,-0.084,32.5,-0.2362,0.0373,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
order_block,smc,eurcad,H4,VALID,176,-0.1035,39.8,0.83,-0.09,29.6,-0.2785,0.0669,False,False,
supply_demand,smc,eurcad,H4,IS,2396,-0.0895,39.8,0.85,-0.077,241.9,-0.1362,-0.0439,False,False,
supply_demand,smc,eurcad,H4,OOS,1041,-0.0007,42.9,1.0,-0.001,51.4,-0.0733,0.0736,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
supply_demand,smc,eurcad,H4,VALID,610,-0.0545,41.0,0.91,-0.047,45.9,-0.1396,0.0389,False,False,
elliott_heur,heuristic,eurcad,H4,IS,37,-0.2072,35.1,0.69,-0.183,14.1,-0.5656,0.1445,False,False,
elliott_heur,heuristic,eurcad,H4,OOS,27,0.1144,44.4,1.23,0.098,3.8,,,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
elliott_heur,heuristic,eurcad,H4,VALID,10,-0.05,40.0,0.92,-0.041,3.4,,,False,False,
wyckoff_heur,heuristic,eurcad,H4,IS,1391,-0.0775,40.3,0.87,-0.066,145.2,-0.1386,-0.015,False,False,
wyckoff_heur,heuristic,eurcad,H4,OOS,589,-0.0641,40.7,0.89,-0.054,44.0,-0.1521,0.0349,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40523, freq=None)"
